style	size	char	x	y	width	height	advance	bearing_x	bearing_y	baseline	ink	ascent	descent
B	27	48	557	307	17	22	20	1	-21	25	1	32	8
B	27	49	578	307	6	22	8	1	-21	25	1	32	8
B	27	4A	588	307	14	22	14	-1	-21	25	1	32	8
B	27	4B	606	307	18	22	17	1	-21	25	1	32	8
B	27	4C	628	307	14	22	15	1	-21	25	1	32	8
B	27	4D	646	307	20	22	22	1	-21	25	1	32	8
B	27	4E	670	307	17	22	20	1	-21	25	1	32	8
B	27	4F	691	307	20	22	20	0	-21	25	1	32	8
B	27	50	715	307	16	22	17	1	-21	25	1	32	8
B	27	51	735	307	20	27	20	0	-21	25	1	32	8
B	27	52	759	307	17	22	17	1	-21	25	1	32	8
B	27	53	780	307	16	22	16	0	-21	25	1	32	8
B	27	54	800	307	18	22	16	-1	-21	25	1	32	8
B	27	55	822	307	17	22	19	1	-21	25	1	32	8
B	27	56	843	307	18	22	16	-1	-21	25	1	32	8
B	27	57	865	307	25	22	24	-1	-21	25	1	32	8
B	27	58	894	307	17	22	15	-1	-21	25	1	32	8
B	27	59	915	307	17	22	14	-1	-21	25	1	32	8
B	27	5A	936	307	16	22	16	0	-21	25	1	32	8
B	27	5B	956	307	9	29	9	1	-23	25	1	32	8
B	27	5C	969	307	13	29	11	-1	-23	25	1	32	8
B	27	5D	986	307	9	29	9	-1	-23	25	1	32	8
B	27	5E	999	307	15	15	15	0	-22	25	1	32	8
B	27	5F	1018	307	17	4	15	-1	1	25	1	32	8
B	27	60	1039	307	9	9	16	2	-25	25	1	32	8
B	27	61	1052	307	15	17	15	0	-16	25	1	32	8
B	27	62	1071	307	16	24	17	1	-23	25	1	32	8
B	27	63	1091	307	14	17	14	0	-16	25	1	32	8
B	27	64	1109	307	16	24	17	0	-23	25	1	32	8
B	27	65	1129	307	15	17	15	0	-16	25	1	32	8
B	27	66	1148	307	12	24	9	-1	-23	25	1	32	8
B	27	67	1164	307	16	23	15	0	-16	25	1	32	8
B	27	68	1184	307	15	24	16	1	-23	25	1	32	8
B	27	69	1203	307	6	24	7	1	-23	25	1	32	8
B	27	6A	1213	307	10	30	7	-3	-23	25	1	32	8
B	27	6B	1227	307	15	24	15	1	-23	25	1	32	8
B	27	6C	1246	307	7	24	8	1	-23	25	1	32	8
B	27	6D	1257	307	23	17	25	1	-16	25	1	32	8
B	27	6E	1284	307	15	17	16	1	-16	25	1	32	8
B	27	6F	1303	307	16	17	16	0	-16	25	1	32	8
B	27	70	1323	307	16	23	17	1	-16	25	1	32	8
B	27	71	1343	307	16	23	17	0	-16	25	1	32	8
B	27	72	1363	307	11	17	10	1	-16	25	1	32	8
B	27	73	1378	307	14	17	13	-1	-16	25	1	32	8
B	27	74	1396	307	12	22	10	-1	-21	25	1	32	8
B	27	75	1412	307	14	17	16	1	-16	25	1	32	8
B	27	76	1430	307	16	17	14	-1	-16	25	1	32	8
B	27	77	1450	307	23	17	22	-1	-16	25	1	32	8
B	27	78	1477	307	15	17	13	-1	-16	25	1	32	8
B	27	79	1496	307	16	23	14	-1	-16	25	1	32	8
B	27	7A	1516	307	15	17	13	-1	-16	25	1	32	8
B	27	7B	1535	307	10	29	9	0	-23	25	1	32	8
B	27	7C	1549	307	5	33	7	1	-24	25	1	32	8
B	27	7D	1558	307	11	29	9	-1	-23	25	1	32	8
B	27	7E	1573	307	15	7	15	0	-13	25	1	32	8
B	27	2039	1592	307	8	14	8	0	-15	25	1	32	8
B	27	203A	1604	307	8	14	8	0	-15	25	1	32	8
B	27	4E00	1616	307	27	5	27	0	-13	25	1	32	8
B	27	4E09	1647	307	27	24	27	0	-22	25	1	32	8
B	27	4E66	1678	307	27	29	27	0	-25	25	1	32	8
B	27	4E8C	1709	307	27	22	27	0	-21	25	1	32	8
B	27	4E94	1740	307	27	24	27	0	-22	25	1	32	8
B	27	4ECA	1771	307	28	29	27	-1	-25	25	1	32	8
B	27	516D	1803	307	27	29	27	0	-25	25	1	32	8
B	27	5171	1834	307	27	29	27	0	-25	25	1	32	8
B	27	5206	1865	307	27	28	27	0	-24	25	1	32	8
B	27	524D	1896	307	27	28	27	0	-25	25	1	32	8
B	27	5468	1927	307	26	27	27	-1	-23	25	1	32	8
B	27	56DB	1957	307	25	25	27	1	-22	25	1	32	8
B	27	56F4	1986	307	25	27	27	1	-23	25	1	32	8
B	27	5747	2015	307	27	29	27	0	-25	25	1	32	8
B	27	591A	4	344	26	29	27	1	-25	25	1	32	8
B	27	5929	34	344	27	27	27	0	-23	25	1	32	8
B	27	5C0F	65	344	29	28	27	-1	-24	25	1	32	8
B	27	5E74	98	344	27	29	27	0	-25	25	1	32	8
B	27	5F53	129	344	23	29	27	2	-25	25	1	32	8
B	27	5F55	156	344	27	27	27	0	-23	25	1	32	8
B	27	603B	187	344	27	28	27	0	-25	25	1	32	8
B	27	60C5	218	344	28	29	27	-1	-25	25	1	32	8
B	27	6309	250	344	28	29	27	-1	-25	25	1	32	8
B	27	6570	282	344	28	29	27	0	-25	25	1	32	8
B	27	65E0	314	344	27	26	27	0	-22	25	1	32	8
B	27	65E5	345	344	21	26	27	3	-23	25	1	32	8
B	27	65F6	370	344	26	29	27	1	-25	25	1	32	8
B	27	660E	400	344	26	27	27	1	-23	25	1	32	8
B	27	661F	430	344	27	26	27	0	-23	25	1	32	8
B	27	6682	461	344	27	29	27	0	-25	25	1	32	8
B	27	6700	492	344	27	28	27	0	-24	25	1	32	8
B	27	6708	523	344	25	27	27	-1	-23	25	1	32	8
B	27	671F	552	344	27	28	27	0	-24	25	1	32	8
B	27	672C	583	344	28	29	27	0	-25	25	1	32	8
B	27	6EE1	615	344	27	29	27	0	-25	25	1	32	8
B	27	7684	646	344	26	28	27	1	-25	25	1	32	8
B	27	79D2	676	344	28	29	27	-1	-25	25	1	32	8
B	27	7B2C	708	344	27	29	27	0	-25	25	1	32	8
B	27	7C4D	739	344	28	29	27	-1	-25	25	1	32	8
B	27	7EC6	771	344	28	28	27	-1	-25	25	1	32	8
B	27	8303	803	344	27	29	27	0	-25	25	1	32	8
B	27	8BB0	834	344	27	27	27	0	-24	25	1	32	8
B	27	8BE6	865	344	27	29	27	0	-25	25	1	32	8
B	27	8BFB	896	344	27	29	27	0	-25	25	1	32	8
B	27	8FD1	927	344	28	29	27	0	-25	25	1	32	8
B	27	949F	959	344	27	29	27	0	-25	25	1	32	8
B	27	957F	990	344	28	29	27	0	-25	25	1	32	8
B	27	9605	1022	344	25	28	27	1	-24	25	1	32	8
B	27	9875	1051	344	27	27	27	0	-23	25	1	32	8
B	27	FF0C	1082	344	8	12	27	2	-7	25	1	32	8
R	28	20	1094	344	1	1	6	0	0	26	0	33	9
R	28	21	1099	344	5	22	9	2	-22	26	1	33	9
R	28	22	1108	344	9	9	13	2	-22	26	1	33	9
R	28	23	1121	344	14	21	16	1	-21	26	1	33	9
R	28	24	1139	344	13	28	16	1	-24	26	1	33	9
R	28	25	1156	344	24	21	26	1	-21	26	1	33	9
R	28	26	1184	344	18	21	19	1	-21	26	1	33	9
R	28	27	1206	344	4	9	8	2	-22	26	1	33	9
R	28	28	1214	344	7	29	9	2	-23	26	1	33	9
R	28	29	1225	344	6	29	9	1	-23	26	1	33	9
R	28	2A	1235	344	11	10	13	1	-23	26	1	33	9
R	28	2B	1250	344	14	16	16	1	-18	26	1	33	9
R	28	2C	1268	344	6	10	8	1	-4	26	1	33	9
R	28	2D	1278	344	8	2	10	1	-9	26	1	33	9
R	28	2E	1290	344	4	4	8	2	-4	26	1	33	9
R	28	2F	1298	344	11	28	11	0	-23	26	1	33	9
R	28	30	1313	344	14	21	16	1	-21	26	1	33	9
R	28	31	1331	344	12	21	16	2	-21	26	1	33	9
R	28	32	1347	344	14	21	16	1	-21	26	1	33	9
R	28	33	1365	344	14	21	16	0	-21	26	1	33	9
R	28	34	1383	344	15	21	16	0	-21	26	1	33	9
R	28	35	1402	344	15	21	16	0	-21	26	1	33	9
R	28	36	1421	344	14	21	16	1	-21	26	1	33	9
R	28	37	1439	344	14	21	16	1	-21	26	1	33	9
R	28	38	1457	344	14	21	16	1	-21	26	1	33	9
R	28	39	1475	344	14	21	16	1	-21	26	1	33	9
R	28	3A	1493	344	4	15	8	2	-15	26	1	33	9
R	28	3B	1501	344	6	21	8	1	-15	26	1	33	9
R	28	3C	1511	344	14	13	16	1	-17	26	1	33	9
R	28	3D	1529	344	14	9	16	1	-15	26	1	33	9
R	28	3E	1547	344	14	13	16	1	-17	26	1	33	9
R	28	3F	1565	344	11	22	13	1	-22	26	1	33	9
R	28	40	1580	344	24	25	26	1	-20	26	1	33	9
R	28	41	1608	344	17	21	17	0	-21	26	1	33	9
R	28	42	1629	344	16	21	18	2	-21	26	1	33	9
R	28	43	1649	344	16	21	18	1	-21	26	1	33	9
R	28	44	1669	344	16	21	19	2	-21	26	1	33	9
R	28	45	1689	344	13	21	16	2	-21	26	1	33	9
R	28	46	1706	344	13	21	15	2	-21	26	1	33	9
R	28	47	1723	344	17	21	19	1	-21	26	1	33	9
R	28	48	1744	344	16	21	20	2	-21	26	1	33	9
R	28	49	1764	344	4	21	8	2	-21	26	1	33	9
R	28	4A	1772	344	12	21	15	1	-21	26	1	33	9
R	28	4B	1788	344	16	21	18	2	-21	26	1	33	9
R	28	4C	1808	344	13	21	15	2	-21	26	1	33	9
R	28	4D	1825	344	18	21	23	2	-21	26	1	33	9
R	28	4E	1847	344	16	21	20	2	-21	26	1	33	9
R	28	4F	1867	344	19	21	21	1	-21	26	1	33	9
R	28	50	1890	344	15	21	18	2	-21	26	1	33	9
R	28	51	1909	344	19	26	21	1	-21	26	1	33	9
R	28	52	1932	344	15	21	18	2	-21	26	1	33	9
R	28	53	1951	344	15	21	17	1	-21	26	1	33	9
R	28	54	1970	344	16	21	17	0	-21	26	1	33	9
R	28	55	1990	344	16	21	20	2	-21	26	1	33	9
R	28	56	2010	344	17	21	16	0	-21	26	1	33	9
R	28	57	4	377	24	21	25	0	-21	26	1	33	9
R	28	58	32	377	16	21	16	0	-21	26	1	33	9
R	28	59	52	377	15	21	15	0	-21	26	1	33	9
R	28	5A	71	377	15	21	17	1	-21	26	1	33	9
R	28	5B	90	377	7	27	9	2	-22	26	1	33	9
R	28	5C	101	377	11	28	11	0	-23	26	1	33	9
R	28	5D	116	377	7	27	9	0	-22	26	1	33	9
R	28	5E	127	377	13	13	16	1	-21	26	1	33	9
R	28	5F	144	377	16	2	16	0	2	26	1	33	9
R	28	60	164	377	7	7	17	4	-25	26	1	33	9
R	28	61	175	377	13	15	16	1	-15	26	1	33	9
R	28	62	192	377	14	22	17	2	-22	26	1	33	9
R	28	63	210	377	13	15	14	1	-15	26	1	33	9
R	28	64	227	377	14	22	17	1	-22	26	1	33	9
R	28	65	245	377	14	15	16	1	-15	26	1	33	9
R	28	66	263	377	10	23	9	0	-23	26	1	33	9
R	28	67	277	377	15	22	16	1	-15	26	1	33	9
R	28	68	296	377	13	22	17	2	-22	26	1	33	9
R	28	69	313	377	4	22	8	2	-22	26	1	33	9
R	28	6A	321	377	8	29	8	-2	-22	26	1	33	9
R	28	6B	333	377	14	23	15	2	-23	26	1	33	9
R	28	6C	351	377	5	23	8	2	-23	26	1	33	9
R	28	6D	360	377	22	15	26	2	-15	26	1	33	9
R	28	6E	386	377	13	15	17	2	-15	26	1	33	9
R	28	6F	403	377	15	15	17	1	-15	26	1	33	9
R	28	70	422	377	14	22	17	2	-15	26	1	33	9
R	28	71	440	377	14	22	17	1	-15	26	1	33	9
R	28	72	458	377	9	15	11	2	-15	26	1	33	9
R	28	73	471	377	13	15	13	0	-15	26	1	33	9
R	28	74	488	377	11	20	11	0	-20	26	1	33	9
R	28	75	503	377	13	15	17	2	-15	26	1	33	9
R	28	76	520	377	15	15	15	0	-15	26	1	33	9
R	28	77	539	377	22	15	22	0	-15	26	1	33	9
R	28	78	565	377	14	15	14	0	-15	26	1	33	9
R	28	79	583	377	15	22	15	0	-15	26	1	33	9
R	28	7A	602	377	13	15	13	0	-15	26	1	33	9
R	28	7B	619	377	8	27	9	1	-22	26	1	33	9
R	28	7C	631	377	3	32	8	2	-24	26	1	33	9
R	28	7D	638	377	9	27	9	0	-22	26	1	33	9
R	28	7E	651	377	14	5	16	1	-13	26	1	33	9
R	28	2039	669	377	6	12	8	1	-14	26	1	33	9
R	28	203A	679	377	7	12	8	1	-14	26	1	33	9
R	28	4E00	690	377	26	3	28	1	-13	26	1	33	9
R	28	4E09	720	377	26	23	28	1	-22	26	1	33	9
R	28	4E66	750	377	26	28	28	1	-25	26	1	33	9
R	28	4E8C	780	377	26	21	28	1	-21	26	1	33	9
R	28	4E94	810	377	26	23	28	1	-22	26	1	33	9
R	28	4ECA	840	377	26	28	28	1	-25	26	1	33	9
R	28	516D	870	377	26	28	28	1	-25	26	1	33	9
R	28	5171	900	377	26	28	28	1	-25	26	1	33	9
R	28	5206	930	377	26	27	28	1	-24	26	1	33	9
R	28	524D	960	377	26	28	28	1	-25	26	1	33	9
R	28	5468	990	377	25	26	28	0	-23	26	1	33	9
R	28	56DB	1019	377	24	24	28	2	-22	26	1	33	9
R	28	56F4	1047	377	24	26	28	2	-23	26	1	33	9
R	28	5747	1075	377	25	28	28	1	-25	26	1	33	9
R	28	591A	1104	377	25	28	28	2	-25	26	1	33	9
R	28	5929	1133	377	26	26	28	1	-23	26	1	33	9
R	28	5C0F	1163	377	28	27	28	0	-24	26	1	33	9
R	28	5E74	1195	377	26	28	28	1	-25	26	1	33	9
R	28	5F53	1225	377	22	28	28	3	-25	26	1	33	9
R	28	5F55	1251	377	26	26	28	1	-24	26	1	33	9
R	28	603B	1281	377	26	27	28	1	-25	26	1	33	9
R	28	60C5	1311	377	27	28	28	0	-25	26	1	33	9
R	28	6309	1342	377	27	28	28	0	-25	26	1	33	9
R	28	6570	1373	377	27	28	28	1	-25	26	1	33	9
R	28	65E0	1404	377	26	26	28	1	-23	26	1	33	9
R	28	65E5	1434	377	20	26	28	4	-23	26	1	33	9
R	28	65F6	1458	377	25	27	28	2	-25	26	1	33	9
R	28	660E	1487	377	24	26	28	2	-23	26	1	33	9
R	28	661F	1515	377	26	25	28	1	-23	26	1	33	9
R	28	6682	1545	377	26	28	28	1	-25	26	1	33	9
R	28	6700	1575	377	26	26	28	1	-24	26	1	33	9
R	28	6708	1605	377	23	26	28	0	-23	26	1	33	9
R	28	671F	1632	377	25	27	28	1	-24	26	1	33	9
R	28	672C	1661	377	26	28	28	1	-25	26	1	33	9
R	28	6EE1	1691	377	26	28	28	1	-25	26	1	33	9
R	28	7684	1721	377	24	27	28	2	-25	26	1	33	9
R	28	79D2	1749	377	27	28	28	0	-25	26	1	33	9
R	28	7B2C	1780	377	26	28	28	1	-25	26	1	33	9
R	28	7C4D	1810	377	27	28	28	0	-25	26	1	33	9
R	28	7EC6	1841	377	27	27	28	0	-25	26	1	33	9
R	28	8303	1872	377	26	28	28	1	-25	26	1	33	9
R	28	8BB0	1902	377	26	26	28	1	-24	26	1	33	9
R	28	8BE6	1932	377	26	28	28	1	-25	26	1	33	9
R	28	8BFB	1962	377	26	28	28	1	-25	26	1	33	9
R	28	8FD1	1992	377	26	27	28	1	-25	26	1	33	9
R	28	949F	4	413	26	28	28	1	-25	26	1	33	9
R	28	957F	34	413	26	28	28	1	-25	26	1	33	9
R	28	9605	64	413	24	28	28	2	-25	26	1	33	9
R	28	9875	92	413	26	26	28	1	-23	26	1	33	9
R	28	FF0C	122	413	7	11	28	3	-7	26	1	33	9
B	28	20	133	413	1	1	6	0	0	26	0	33	9
B	28	21	138	413	7	24	9	1	-23	26	1	33	9
B	28	22	149	413	11	11	13	1	-23	26	1	33	9
B	28	23	164	413	16	23	16	0	-22	26	1	33	9
B	28	24	184	413	15	30	16	0	-25	26	1	33	9
B	28	25	203	413	26	23	26	0	-22	26	1	33	9
B	28	26	233	413	20	23	19	0	-22	26	1	33	9
B	28	27	257	413	6	11	8	1	-23	26	1	33	9
B	28	28	267	413	9	31	9	1	-24	26	1	33	9
B	28	29	280	413	8	31	9	0	-24	26	1	33	9
B	28	2A	292	413	13	12	13	0	-24	26	1	33	9
B	28	2B	309	413	16	18	16	0	-19	26	1	33	9
B	28	2C	329	413	8	12	8	0	-5	26	1	33	9
B	28	2D	341	413	10	4	10	0	-10	26	1	33	9
B	28	2E	355	413	6	6	8	1	-5	26	1	33	9
B	28	2F	365	413	13	30	11	-1	-24	26	1	33	9
B	28	30	382	413	16	23	16	0	-22	26	1	33	9
B	28	31	402	413	14	23	16	1	-22	26	1	33	9
B	28	32	420	413	16	23	16	0	-22	26	1	33	9
B	28	33	440	413	16	23	16	-1	-22	26	1	33	9
B	28	34	460	413	17	23	16	-1	-22	26	1	33	9
B	28	35	481	413	17	23	16	-1	-22	26	1	33	9
B	28	36	502	413	16	23	16	0	-22	26	1	33	9
B	28	37	522	413	16	23	16	0	-22	26	1	33	9
B	28	38	542	413	16	23	16	0	-22	26	1	33	9
B	28	39	562	413	16	23	16	0	-22	26	1	33	9
B	28	3A	582	413	6	17	8	1	-16	26	1	33	9
B	28	3B	592	413	8	23	8	0	-16	26	1	33	9
B	28	3C	604	413	16	15	16	0	-18	26	1	33	9
B	28	3D	624	413	16	11	16	0	-16	26	1	33	9
B	28	3E	644	413	16	15	16	0	-18	26	1	33	9
B	28	3F	664	413	13	24	13	0	-23	26	1	33	9
B	28	40	681	413	26	27	26	0	-21	26	1	33	9
B	28	41	711	413	19	23	17	-1	-22	26	1	33	9
B	28	42	734	413	18	23	18	1	-22	26	1	33	9
B	28	43	756	413	18	23	18	0	-22	26	1	33	9
B	28	44	778	413	18	23	19	1	-22	26	1	33	9
B	28	45	800	413	15	23	16	1	-22	26	1	33	9
B	28	46	819	413	15	23	15	1	-22	26	1	33	9
B	28	47	838	413	19	23	19	0	-22	26	1	33	9
B	28	48	861	413	18	23	20	1	-22	26	1	33	9
B	28	49	883	413	6	23	8	1	-22	26	1	33	9
B	28	4A	893	413	14	23	15	0	-22	26	1	33	9
B	28	4B	911	413	18	23	18	1	-22	26	1	33	9
B	28	4C	933	413	15	23	15	1	-22	26	1	33	9
B	28	4D	952	413	20	23	23	1	-22	26	1	33	9
B	28	4E	976	413	18	23	20	1	-22	26	1	33	9
B	28	4F	998	413	21	23	21	0	-22	26	1	33	9
B	28	50	1023	413	17	23	18	1	-22	26	1	33	9
B	28	51	1044	413	21	28	21	0	-22	26	1	33	9
B	28	52	1069	413	17	23	18	1	-22	26	1	33	9
B	28	53	1090	413	17	23	17	0	-22	26	1	33	9
B	28	54	1111	413	18	23	17	-1	-22	26	1	33	9
B	28	55	1133	413	18	23	20	1	-22	26	1	33	9
B	28	56	1155	413	19	23	16	-1	-22	26	1	33	9
B	28	57	1178	413	26	23	25	-1	-22	26	1	33	9
B	28	58	1208	413	18	23	16	-1	-22	26	1	33	9
B	28	59	1230	413	17	23	15	-1	-22	26	1	33	9
B	28	5A	1251	413	17	23	17	0	-22	26	1	33	9
B	28	5B	1272	413	9	29	9	1	-23	26	1	33	9
B	28	5C	1285	413	13	30	11	-1	-24	26	1	33	9
B	28	5D	1302	413	9	29	9	-1	-23	26	1	33	9
B	28	5E	1315	413	15	15	16	0	-22	26	1	33	9
B	28	5F	1334	413	18	4	16	-1	1	26	1	33	9
B	28	60	1356	413	9	9	17	3	-26	26	1	33	9
B	28	61	1369	413	15	17	16	0	-16	26	1	33	9
B	28	62	1388	413	16	24	17	1	-23	26	1	33	9
B	28	63	1408	413	15	17	14	0	-16	26	1	33	9
B	28	64	1427	413	16	24	17	0	-23	26	1	33	9
B	28	65	1447	413	16	17	16	0	-16	26	1	33	9
B	28	66	1467	413	12	25	9	-1	-24	26	1	33	9
B	28	67	1483	413	17	24	16	0	-16	26	1	33	9
B	28	68	1504	413	15	24	17	1	-23	26	1	33	9
B	28	69	1523	413	6	24	8	1	-23	26	1	33	9
B	28	6A	1533	413	10	31	8	-3	-23	26	1	33	9
B	28	6B	1547	413	16	25	15	1	-24	26	1	33	9
B	28	6C	1567	413	7	25	8	1	-24	26	1	33	9
B	28	6D	1578	413	24	17	26	1	-16	26	1	33	9
B	28	6E	1606	413	15	17	17	1	-16	26	1	33	9
B	28	6F	1625	413	17	17	17	0	-16	26	1	33	9
B	28	70	1646	413	16	24	17	1	-16	26	1	33	9
B	28	71	1666	413	16	24	17	0	-16	26	1	33	9
B	28	72	1686	413	11	17	11	1	-16	26	1	33	9
B	28	73	1701	413	15	17	13	-1	-16	26	1	33	9
B	28	74	1720	413	13	22	11	-1	-21	26	1	33	9
B	28	75	1737	413	15	17	17	1	-16	26	1	33	9
B	28	76	1756	413	17	17	15	-1	-16	26	1	33	9
B	28	77	1777	413	24	17	22	-1	-16	26	1	33	9
B	28	78	1805	413	16	17	14	-1	-16	26	1	33	9
B	28	79	1825	413	17	24	15	-1	-16	26	1	33	9
B	28	7A	1846	413	15	17	13	-1	-16	26	1	33	9
B	28	7B	1865	413	10	29	9	0	-23	26	1	33	9
B	28	7C	1879	413	5	34	8	1	-25	26	1	33	9
B	28	7D	1888	413	11	29	9	-1	-23	26	1	33	9
B	28	7E	1903	413	16	7	16	0	-14	26	1	33	9
B	28	2039	1923	413	8	14	8	0	-15	26	1	33	9
B	28	203A	1935	413	9	14	8	0	-15	26	1	33	9
B	28	4E00	1948	413	28	5	28	0	-14	26	1	33	9
B	28	4E09	1980	413	28	25	28	0	-23	26	1	33	9
B	28	4E66	2012	413	28	30	28	0	-26	26	1	33	9
B	28	4E8C	4	451	28	23	28	0	-22	26	1	33	9
B	28	4E94	36	451	28	25	28	0	-23	26	1	33	9
B	28	4ECA	68	451	28	30	28	0	-26	26	1	33	9
B	28	516D	100	451	28	30	28	0	-26	26	1	33	9
B	28	5171	132	451	28	30	28	0	-26	26	1	33	9
B	28	5206	164	451	28	29	28	0	-25	26	1	33	9
B	28	524D	196	451	28	29	28	0	-26	26	1	33	9
B	28	5468	228	451	27	28	28	-1	-24	26	1	33	9
B	28	56DB	259	451	26	26	28	1	-23	26	1	33	9
B	28	56F4	289	451	26	28	28	1	-24	26	1	33	9
B	28	5747	319	451	27	30	28	0	-26	26	1	33	9
B	28	591A	350	451	27	30	28	1	-26	26	1	33	9
B	28	5929	381	451	28	28	28	0	-24	26	1	33	9
B	28	5C0F	413	451	30	29	28	-1	-25	26	1	33	9
B	28	5E74	447	451	28	30	28	0	-26	26	1	33	9
B	28	5F53	479	451	24	30	28	2	-26	26	1	33	9
B	28	5F55	507	451	28	28	28	0	-25	26	1	33	9
B	28	603B	539	451	28	29	28	0	-26	26	1	33	9
B	28	60C5	571	451	29	30	28	-1	-26	26	1	33	9
B	28	6309	604	451	29	30	28	-1	-26	26	1	33	9
B	28	6570	637	451	29	30	28	0	-26	26	1	33	9
B	28	65E0	670	451	28	28	28	0	-24	26	1	33	9
B	28	65E5	702	451	22	28	28	3	-24	26	1	33	9
B	28	65F6	728	451	27	29	28	1	-26	26	1	33	9
B	28	660E	759	451	26	28	28	1	-24	26	1	33	9
B	28	661F	789	451	28	27	28	0	-24	26	1	33	9
B	28	6682	821	451	28	30	28	0	-26	26	1	33	9
B	28	6700	853	451	28	28	28	0	-25	26	1	33	9
B	28	6708	885	451	25	28	28	-1	-24	26	1	33	9
B	28	671F	914	451	27	29	28	0	-25	26	1	33	9
B	28	672C	945	451	28	30	28	0	-26	26	1	33	9
B	28	6EE1	977	451	28	30	28	0	-26	26	1	33	9
B	28	7684	1009	451	26	29	28	1	-26	26	1	33	9
B	28	79D2	1039	451	29	30	28	-1	-26	26	1	33	9
B	28	7B2C	1072	451	28	30	28	0	-26	26	1	33	9
B	28	7C4D	1104	451	29	30	28	-1	-26	26	1	33	9
B	28	7EC6	1137	451	28	29	28	0	-26	26	1	33	9
B	28	8303	1169	451	28	30	28	0	-26	26	1	33	9
B	28	8BB0	1201	451	28	28	28	0	-25	26	1	33	9
B	28	8BE6	1233	451	28	30	28	0	-26	26	1	33	9
B	28	8BFB	1265	451	28	30	28	0	-26	26	1	33	9
B	28	8FD1	1297	451	28	29	28	0	-26	26	1	33	9
B	28	949F	1329	451	28	30	28	0	-26	26	1	33	9
B	28	957F	1361	451	29	30	28	0	-26	26	1	33	9
B	28	9605	1394	451	26	30	28	1	-26	26	1	33	9
B	28	9875	1424	451	28	28	28	0	-24	26	1	33	9
B	28	FF0C	1456	451	9	13	28	2	-8	26	1	33	9
R	29	20	1469	451	1	1	7	0	0	27	0	34	9
R	29	21	1474	451	5	23	9	2	-23	27	1	34	9
R	29	22	1483	451	10	9	14	2	-23	27	1	34	9
R	29	23	1497	451	15	21	16	1	-21	27	1	34	9
R	29	24	1516	451	14	29	16	1	-25	27	1	34	9
R	29	25	1534	451	25	21	27	1	-21	27	1	34	9
R	29	26	1563	451	19	21	20	1	-21	27	1	34	9
R	29	27	1586	451	4	9	8	2	-23	27	1	34	9
R	29	28	1594	451	7	30	10	2	-24	27	1	34	9
R	29	29	1605	451	7	30	10	1	-24	27	1	34	9
R	29	2A	1616	451	11	10	14	1	-23	27	1	34	9
R	29	2B	1631	451	15	16	16	1	-19	27	1	34	9
R	29	2C	1650	451	6	10	8	1	-4	27	1	34	9
R	29	2D	1660	451	8	3	10	1	-10	27	1	34	9
R	29	2E	1672	451	4	4	8	2	-4	27	1	34	9
R	29	2F	1680	451	11	29	11	0	-23	27	1	34	9
R	29	30	1695	451	14	21	16	1	-21	27	1	34	9
R	29	31	1713	451	13	21	16	2	-21	27	1	34	9
R	29	32	1730	451	14	21	16	1	-21	27	1	34	9
R	29	33	1748	451	15	21	16	0	-21	27	1	34	9
R	29	34	1767	451	16	21	16	0	-21	27	1	34	9
R	29	35	1787	451	15	21	16	0	-21	27	1	34	9
R	29	36	1806	451	14	21	16	1	-21	27	1	34	9
R	29	37	1824	451	14	21	16	1	-21	27	1	34	9
R	29	38	1842	451	14	21	16	1	-21	27	1	34	9
R	29	39	1860	451	14	21	16	1	-21	27	1	34	9
R	29	3A	1878	451	4	16	8	2	-16	27	1	34	9
R	29	3B	1886	451	6	22	8	1	-16	27	1	34	9
R	29	3C	1896	451	15	13	16	1	-17	27	1	34	9
R	29	3D	1915	451	15	9	16	1	-15	27	1	34	9
R	29	3E	1934	451	15	13	16	1	-17	27	1	34	9
R	29	3F	1953	451	12	23	14	1	-23	27	1	34	9
R	29	40	1969	451	25	26	27	1	-21	27	1	34	9
R	29	41	1998	451	18	21	18	0	-21	27	1	34	9
R	29	42	2020	451	16	21	19	2	-21	27	1	34	9
R	29	43	4	485	17	21	19	1	-21	27	1	34	9
R	29	44	25	485	17	21	20	2	-21	27	1	34	9
R	29	45	46	485	14	21	17	2	-21	27	1	34	9
R	29	46	64	485	14	21	16	2	-21	27	1	34	9
R	29	47	82	485	17	21	20	1	-21	27	1	34	9
R	29	48	103	485	17	21	21	2	-21	27	1	34	9
R	29	49	124	485	4	21	9	2	-21	27	1	34	9
R	29	4A	132	485	12	21	16	1	-21	27	1	34	9
R	29	4B	148	485	17	21	19	2	-21	27	1	34	9
R	29	4C	169	485	13	21	16	2	-21	27	1	34	9
R	29	4D	186	485	19	21	24	2	-21	27	1	34	9
R	29	4E	209	485	17	21	21	2	-21	27	1	34	9
R	29	4F	230	485	19	21	22	1	-21	27	1	34	9
R	29	50	253	485	15	21	18	2	-21	27	1	34	9
R	29	51	272	485	20	26	22	1	-21	27	1	34	9
R	29	52	296	485	16	21	18	2	-21	27	1	34	9
R	29	53	316	485	16	21	17	1	-21	27	1	34	9
R	29	54	336	485	17	21	17	0	-21	27	1	34	9
R	29	55	357	485	17	21	21	2	-21	27	1	34	9
R	29	56	378	485	17	21	17	0	-21	27	1	34	9
R	29	57	399	485	25	21	25	0	-21	27	1	34	9
