style	size	char	x	y	width	height	advance	bearing_x	bearing_y	baseline	ink	ascent	descent
R	20	20	4	4	1	1	4	0	0	19	0	24	6
R	20	21	9	4	4	16	6	1	-16	19	1	24	6
R	20	22	17	4	7	6	9	1	-16	19	1	24	6
R	20	23	28	4	11	15	11	0	-15	19	1	24	6
R	20	24	43	4	9	19	11	1	-17	19	1	24	6
R	20	25	56	4	18	15	18	0	-15	19	1	24	6
R	20	26	78	4	14	15	14	0	-15	19	1	24	6
R	20	27	96	4	3	6	6	1	-16	19	1	24	6
R	20	28	103	4	5	21	7	1	-17	19	1	24	6
R	20	29	112	4	5	21	7	0	-17	19	1	24	6
R	20	2A	121	4	7	7	9	1	-16	19	1	24	6
R	20	2B	132	4	11	11	11	0	-13	19	1	24	6
R	20	2C	147	4	4	7	6	1	-3	19	1	24	6
R	20	2D	155	4	7	2	7	0	-7	19	1	24	6
R	20	2E	166	4	4	3	6	1	-3	19	1	24	6
R	20	2F	174	4	8	20	8	0	-16	19	1	24	6
R	20	30	186	4	10	15	11	1	-15	19	1	24	6
R	20	31	200	4	9	15	11	1	-15	19	1	24	6
R	20	32	213	4	11	15	11	0	-15	19	1	24	6
R	20	33	228	4	10	15	11	0	-15	19	1	24	6
R	20	34	242	4	11	15	11	0	-15	19	1	24	6
R	20	35	257	4	11	15	11	0	-15	19	1	24	6
R	20	36	272	4	10	15	11	1	-15	19	1	24	6
R	20	37	286	4	11	15	11	0	-15	19	1	24	6
R	20	38	301	4	11	15	11	0	-15	19	1	24	6
R	20	39	316	4	10	15	11	0	-15	19	1	24	6
R	20	3A	330	4	4	11	6	1	-11	19	1	24	6
R	20	3B	338	4	4	15	6	1	-11	19	1	24	6
R	20	3C	346	4	11	9	11	0	-12	19	1	24	6
R	20	3D	361	4	11	7	11	0	-11	19	1	24	6
R	20	3E	376	4	11	9	11	0	-12	19	1	24	6
R	20	3F	391	4	9	16	9	0	-16	19	1	24	6
R	20	40	404	4	17	19	19	1	-15	19	1	24	6
R	20	41	425	4	13	15	12	0	-15	19	1	24	6
R	20	42	442	4	11	15	13	2	-15	19	1	24	6
R	20	43	457	4	11	15	13	1	-15	19	1	24	6
R	20	44	472	4	11	15	14	2	-15	19	1	24	6
R	20	45	487	4	9	15	12	2	-15	19	1	24	6
R	20	46	500	4	9	15	11	2	-15	19	1	24	6
R	20	47	513	4	12	15	14	1	-15	19	1	24	6
R	20	48	529	4	11	15	15	2	-15	19	1	24	6
R	20	49	544	4	2	15	6	2	-15	19	1	24	6
R	20	4A	550	4	9	15	11	0	-15	19	1	24	6
R	20	4B	563	4	11	15	13	2	-15	19	1	24	6
R	20	4C	578	4	9	15	11	2	-15	19	1	24	6
R	20	4D	591	4	13	15	16	2	-15	19	1	24	6
R	20	4E	608	4	11	15	14	2	-15	19	1	24	6
R	20	4F	623	4	13	15	15	1	-15	19	1	24	6
R	20	50	640	4	10	15	13	2	-15	19	1	24	6
R	20	51	654	4	13	19	15	1	-15	19	1	24	6
R	20	52	671	4	11	15	13	2	-15	19	1	24	6
R	20	53	686	4	11	15	12	1	-15	19	1	24	6
R	20	54	701	4	12	15	12	0	-15	19	1	24	6
R	20	55	717	4	12	15	14	1	-15	19	1	24	6
R	20	56	733	4	12	15	12	0	-15	19	1	24	6
R	20	57	749	4	17	15	18	0	-15	19	1	24	6
R	20	58	770	4	12	15	11	0	-15	19	1	24	6
R	20	59	786	4	11	15	11	0	-15	19	1	24	6
R	20	5A	801	4	11	15	12	1	-15	19	1	24	6
R	20	5B	816	4	5	20	7	2	-16	19	1	24	6
R	20	5C	825	4	8	20	8	0	-16	19	1	24	6
R	20	5D	837	4	5	20	7	0	-16	19	1	24	6
R	20	5E	846	4	9	9	11	1	-15	19	1	24	6
R	20	5F	859	4	11	2	11	0	1	19	1	24	6
R	20	60	874	4	6	5	12	2	-18	19	1	24	6
R	20	61	884	4	9	11	11	1	-11	19	1	24	6
R	20	62	897	4	11	16	12	1	-16	19	1	24	6
R	20	63	912	4	9	11	10	1	-11	19	1	24	6
R	20	64	925	4	10	16	12	1	-16	19	1	24	6
R	20	65	939	4	10	11	11	1	-11	19	1	24	6
R	20	66	953	4	8	17	7	0	-17	19	1	24	6
R	20	67	965	4	10	16	11	1	-11	19	1	24	6
R	20	68	979	4	10	16	12	1	-16	19	1	24	6
R	20	69	993	4	3	16	6	1	-16	19	1	24	6
R	20	6A	1000	4	5	21	6	-1	-16	19	1	24	6
R	20	6B	1009	4	10	17	11	1	-17	19	1	24	6
R	20	6C	1023	4	4	17	6	1	-17	19	1	24	6
R	20	6D	1031	4	16	11	19	1	-11	19	1	24	6
R	20	6E	1051	4	10	11	12	1	-11	19	1	24	6
R	20	6F	1065	4	11	11	12	1	-11	19	1	24	6
R	20	70	1080	4	11	16	12	1	-11	19	1	24	6
R	20	71	1095	4	10	16	12	1	-11	19	1	24	6
R	20	72	1109	4	7	11	8	1	-11	19	1	24	6
R	20	73	1120	4	9	11	9	0	-11	19	1	24	6
R	20	74	1133	4	8	15	8	0	-15	19	1	24	6
R	20	75	1145	4	10	11	12	1	-11	19	1	24	6
R	20	76	1159	4	11	11	10	0	-11	19	1	24	6
R	20	77	1174	4	16	11	16	0	-11	19	1	24	6
R	20	78	1194	4	10	11	10	0	-11	19	1	24	6
R	20	79	1208	4	11	16	10	0	-11	19	1	24	6
R	20	7A	1223	4	9	11	10	0	-11	19	1	24	6
R	20	7B	1236	4	7	20	7	0	-16	19	1	24	6
R	20	7C	1247	4	2	23	5	2	-17	19	1	24	6
R	20	7D	1253	4	6	20	7	0	-16	19	1	24	6
R	20	7E	1263	4	11	4	11	0	-9	19	1	24	6
R	20	2039	1278	4	4	9	6	1	-10	19	1	24	6
R	20	203A	1286	4	5	9	6	1	-10	19	1	24	6
R	20	4E00	1295	4	20	2	20	0	-9	19	1	24	6
R	20	4E09	1319	4	18	16	20	1	-16	19	1	24	6
R	20	4E66	1341	4	18	20	20	1	-18	19	1	24	6
R	20	4E8C	1363	4	18	15	20	1	-15	19	1	24	6
R	20	4E94	1385	4	18	17	20	1	-16	19	1	24	6
R	20	4ECA	1407	4	20	20	20	0	-18	19	1	24	6
R	20	516D	1431	4	19	20	20	0	-18	19	1	24	6
R	20	5171	1454	4	20	20	20	0	-18	19	1	24	6
R	20	5206	1478	4	20	20	20	0	-18	19	1	24	6
R	20	524D	1502	4	18	20	20	1	-18	19	1	24	6
R	20	5468	1524	4	18	19	20	0	-17	19	1	24	6
R	20	56DB	1546	4	18	18	20	1	-16	19	1	24	6
R	20	56F4	1568	4	18	19	20	1	-17	19	1	24	6
R	20	5747	1590	4	19	20	20	0	-18	19	1	24	6
R	20	591A	1613	4	18	20	20	1	-18	19	1	24	6
R	20	5929	1635	4	20	18	20	0	-16	19	1	24	6
R	20	5C0F	1659	4	20	20	20	0	-18	19	1	24	6
R	20	5E74	1683	4	20	20	20	0	-18	19	1	24	6
R	20	5F53	1707	4	16	20	20	2	-18	19	1	24	6
R	20	5F55	1727	4	18	19	20	1	-17	19	1	24	6
R	20	603B	1749	4	20	20	20	0	-18	19	1	24	6
R	20	60C5	1773	4	20	20	20	0	-18	19	1	24	6
R	20	6309	1797	4	20	20	20	0	-18	19	1	24	6
R	20	6570	1821	4	20	20	20	0	-18	19	1	24	6
R	20	65E0	1845	4	20	18	20	0	-16	19	1	24	6
R	20	65E5	1869	4	14	18	20	3	-16	19	1	24	6
R	20	65F6	1887	4	19	20	20	1	-18	19	1	24	6
R	20	660E	1910	4	18	19	20	1	-17	19	1	24	6
R	20	661F	1932	4	18	18	20	1	-17	19	1	24	6
R	20	6682	1954	4	19	20	20	1	-18	19	1	24	6
R	20	6700	1977	4	20	19	20	0	-17	19	1	24	6
R	20	6708	2001	4	17	19	20	0	-17	19	1	24	6
R	20	671F	2022	4	19	19	20	0	-17	19	1	24	6
R	20	672C	4	31	20	20	20	0	-18	19	1	24	6
R	20	6EE1	28	31	20	20	20	0	-18	19	1	24	6
R	20	7684	52	31	18	20	20	1	-18	19	1	24	6
R	20	79D2	74	31	20	20	20	0	-18	19	1	24	6
R	20	7B2C	98	31	19	20	20	0	-18	19	1	24	6
R	20	7C4D	121	31	19	20	20	0	-18	19	1	24	6
R	20	7EC6	144	31	19	20	20	0	-18	19	1	24	6
R	20	8303	167	31	19	20	20	1	-18	19	1	24	6
R	20	8BB0	190	31	20	19	20	0	-17	19	1	24	6
R	20	8BE6	214	31	20	20	20	0	-18	19	1	24	6
R	20	8BFB	238	31	20	20	20	0	-18	19	1	24	6
R	20	8FD1	262	31	20	20	20	0	-18	19	1	24	6
R	20	949F	286	31	19	20	20	0	-18	19	1	24	6
R	20	957F	309	31	19	20	20	1	-18	19	1	24	6
R	20	9605	332	31	18	20	20	1	-18	19	1	24	6
R	20	9875	354	31	18	19	20	1	-17	19	1	24	6
R	20	FF0C	376	31	5	8	20	2	-5	19	1	24	6
B	20	20	385	31	1	1	4	0	0	19	0	24	6
B	20	21	390	31	6	18	6	0	-17	19	1	24	6
B	20	22	400	31	9	8	9	0	-17	19	1	24	6
B	20	23	413	31	13	17	11	-1	-16	19	1	24	6
B	20	24	430	31	11	21	11	0	-18	19	1	24	6
B	20	25	445	31	20	17	18	-1	-16	19	1	24	6
B	20	26	469	31	16	17	14	-1	-16	19	1	24	6
B	20	27	489	31	5	8	6	0	-17	19	1	24	6
B	20	28	498	31	7	23	7	0	-18	19	1	24	6
B	20	29	509	31	7	23	7	-1	-18	19	1	24	6
B	20	2A	520	31	9	9	9	0	-17	19	1	24	6
B	20	2B	533	31	13	13	11	-1	-14	19	1	24	6
B	20	2C	550	31	6	9	6	0	-4	19	1	24	6
B	20	2D	560	31	9	4	7	-1	-8	19	1	24	6
B	20	2E	573	31	6	5	6	0	-4	19	1	24	6
B	20	2F	583	31	10	22	8	-1	-17	19	1	24	6
B	20	30	597	31	12	17	11	0	-16	19	1	24	6
B	20	31	613	31	11	17	11	0	-16	19	1	24	6
B	20	32	628	31	13	17	11	-1	-16	19	1	24	6
B	20	33	645	31	12	17	11	-1	-16	19	1	24	6
B	20	34	661	31	13	17	11	-1	-16	19	1	24	6
B	20	35	678	31	13	17	11	-1	-16	19	1	24	6
B	20	36	695	31	12	17	11	0	-16	19	1	24	6
B	20	37	711	31	13	17	11	-1	-16	19	1	24	6
B	20	38	728	31	13	17	11	-1	-16	19	1	24	6
B	20	39	745	31	12	17	11	-1	-16	19	1	24	6
B	20	3A	761	31	6	13	6	0	-12	19	1	24	6
B	20	3B	771	31	6	17	6	0	-12	19	1	24	6
B	20	3C	781	31	13	11	11	-1	-13	19	1	24	6
B	20	3D	798	31	13	9	11	-1	-12	19	1	24	6
B	20	3E	815	31	13	11	11	-1	-13	19	1	24	6
B	20	3F	832	31	11	18	9	-1	-17	19	1	24	6
B	20	40	847	31	19	21	19	0	-16	19	1	24	6
B	20	41	870	31	15	17	12	-1	-16	19	1	24	6
B	20	42	889	31	13	17	13	1	-16	19	1	24	6
B	20	43	906	31	13	17	13	0	-16	19	1	24	6
B	20	44	923	31	13	17	14	1	-16	19	1	24	6
B	20	45	940	31	11	17	12	1	-16	19	1	24	6
B	20	46	955	31	11	17	11	1	-16	19	1	24	6
B	20	47	970	31	14	17	14	0	-16	19	1	24	6
B	20	48	988	31	13	17	15	1	-16	19	1	24	6
B	20	49	1005	31	4	17	6	1	-16	19	1	24	6
B	20	4A	1013	31	11	17	11	-1	-16	19	1	24	6
B	20	4B	1028	31	13	17	13	1	-16	19	1	24	6
B	20	4C	1045	31	11	17	11	1	-16	19	1	24	6
B	20	4D	1060	31	15	17	16	1	-16	19	1	24	6
B	20	4E	1079	31	13	17	14	1	-16	19	1	24	6
B	20	4F	1096	31	15	17	15	0	-16	19	1	24	6
B	20	50	1115	31	12	17	13	1	-16	19	1	24	6
B	20	51	1131	31	15	21	15	0	-16	19	1	24	6
B	20	52	1150	31	13	17	13	1	-16	19	1	24	6
B	20	53	1167	31	14	17	12	-1	-16	19	1	24	6
B	20	54	1185	31	14	17	12	-1	-16	19	1	24	6
B	20	55	1203	31	14	17	14	0	-16	19	1	24	6
B	20	56	1221	31	14	17	12	-1	-16	19	1	24	6
B	20	57	1239	31	19	17	18	-1	-16	19	1	24	6
B	20	58	1262	31	14	17	11	-1	-16	19	1	24	6
B	20	59	1280	31	13	17	11	-1	-16	19	1	24	6
B	20	5A	1297	31	13	17	12	0	-16	19	1	24	6
B	20	5B	1314	31	7	22	7	1	-17	19	1	24	6
B	20	5C	1325	31	10	22	8	-1	-17	19	1	24	6
B	20	5D	1339	31	7	22	7	-1	-17	19	1	24	6
B	20	5E	1350	31	11	11	11	0	-16	19	1	24	6
B	20	5F	1365	31	13	4	11	-1	0	19	1	24	6
B	20	60	1382	31	8	7	12	1	-19	19	1	24	6
B	20	61	1394	31	11	13	11	0	-12	19	1	24	6
B	20	62	1409	31	13	18	12	0	-17	19	1	24	6
B	20	63	1426	31	11	13	10	0	-12	19	1	24	6
B	20	64	1441	31	12	18	12	0	-17	19	1	24	6
B	20	65	1457	31	12	13	11	0	-12	19	1	24	6
B	20	66	1473	31	10	19	7	-1	-18	19	1	24	6
B	20	67	1487	31	12	18	11	0	-12	19	1	24	6
B	20	68	1503	31	12	18	12	0	-17	19	1	24	6
B	20	69	1519	31	5	18	6	0	-17	19	1	24	6
B	20	6A	1528	31	7	23	6	-2	-17	19	1	24	6
B	20	6B	1539	31	12	19	11	0	-18	19	1	24	6
B	20	6C	1555	31	6	19	6	0	-18	19	1	24	6
B	20	6D	1565	31	18	13	19	0	-12	19	1	24	6
B	20	6E	1587	31	12	13	12	0	-12	19	1	24	6
B	20	6F	1603	31	13	13	12	0	-12	19	1	24	6
B	20	70	1620	31	13	18	12	0	-12	19	1	24	6
B	20	71	1637	31	12	18	12	0	-12	19	1	24	6
B	20	72	1653	31	9	13	8	0	-12	19	1	24	6
B	20	73	1666	31	11	13	9	-1	-12	19	1	24	6
B	20	74	1681	31	10	17	8	-1	-16	19	1	24	6
B	20	75	1695	31	12	13	12	0	-12	19	1	24	6
B	20	76	1711	31	13	13	10	-1	-12	19	1	24	6
B	20	77	1728	31	18	13	16	-1	-12	19	1	24	6
B	20	78	1750	31	12	13	10	-1	-12	19	1	24	6
B	20	79	1766	31	13	18	10	-1	-12	19	1	24	6
B	20	7A	1783	31	11	13	10	-1	-12	19	1	24	6
B	20	7B	1798	31	9	22	7	-1	-17	19	1	24	6
B	20	7C	1811	31	4	25	5	1	-18	19	1	24	6
B	20	7D	1819	31	8	22	7	-1	-17	19	1	24	6
B	20	7E	1831	31	13	6	11	-1	-10	19	1	24	6
B	20	2039	1848	31	6	11	6	0	-11	19	1	24	6
B	20	203A	1858	31	7	11	6	0	-11	19	1	24	6
B	20	4E00	1869	31	22	4	20	-1	-10	19	1	24	6
B	20	4E09	1895	31	20	18	20	0	-17	19	1	24	6
B	20	4E66	1919	31	20	22	20	0	-19	19	1	24	6
B	20	4E8C	1943	31	20	17	20	0	-16	19	1	24	6
B	20	4E94	1967	31	20	19	20	0	-17	19	1	24	6
B	20	4ECA	1991	31	22	22	20	-1	-19	19	1	24	6
B	20	516D	2017	31	21	22	20	-1	-19	19	1	24	6
B	20	5171	4	60	22	22	20	-1	-19	19	1	24	6
B	20	5206	30	60	22	22	20	-1	-19	19	1	24	6
B	20	524D	56	60	20	22	20	0	-19	19	1	24	6
B	20	5468	80	60	20	21	20	-1	-18	19	1	24	6
B	20	56DB	104	60	20	20	20	0	-17	19	1	24	6
B	20	56F4	128	60	20	21	20	0	-18	19	1	24	6
B	20	5747	152	60	21	22	20	-1	-19	19	1	24	6
B	20	591A	177	60	20	22	20	0	-19	19	1	24	6
B	20	5929	201	60	22	20	20	-1	-17	19	1	24	6
B	20	5C0F	227	60	22	22	20	-1	-19	19	1	24	6
B	20	5E74	253	60	22	22	20	-1	-19	19	1	24	6
B	20	5F53	279	60	18	22	20	1	-19	19	1	24	6
B	20	5F55	301	60	20	21	20	0	-18	19	1	24	6
B	20	603B	325	60	22	22	20	-1	-19	19	1	24	6
B	20	60C5	351	60	22	22	20	-1	-19	19	1	24	6
B	20	6309	377	60	22	22	20	-1	-19	19	1	24	6
B	20	6570	403	60	22	22	20	-1	-19	19	1	24	6
B	20	65E0	429	60	22	20	20	-1	-17	19	1	24	6
B	20	65E5	455	60	16	20	20	2	-17	19	1	24	6
B	20	65F6	475	60	21	22	20	0	-19	19	1	24	6
B	20	660E	500	60	20	21	20	0	-18	19	1	24	6
B	20	661F	524	60	20	20	20	0	-18	19	1	24	6
B	20	6682	548	60	21	22	20	0	-19	19	1	24	6
B	20	6700	573	60	22	21	20	-1	-18	19	1	24	6
B	20	6708	599	60	19	21	20	-1	-18	19	1	24	6
B	20	671F	622	60	21	21	20	-1	-18	19	1	24	6
B	20	672C	647	60	22	22	20	-1	-19	19	1	24	6
B	20	6EE1	673	60	22	22	20	-1	-19	19	1	24	6
B	20	7684	699	60	20	22	20	0	-19	19	1	24	6
B	20	79D2	723	60	22	22	20	-1	-19	19	1	24	6
B	20	7B2C	749	60	21	22	20	-1	-19	19	1	24	6
B	20	7C4D	774	60	21	22	20	-1	-19	19	1	24	6
B	20	7EC6	799	60	21	22	20	-1	-19	19	1	24	6
B	20	8303	824	60	21	22	20	0	-19	19	1	24	6
B	20	8BB0	849	60	22	21	20	-1	-18	19	1	24	6
B	20	8BE6	875	60	22	22	20	-1	-19	19	1	24	6
B	20	8BFB	901	60	22	22	20	-1	-19	19	1	24	6
B	20	8FD1	927	60	22	22	20	-1	-19	19	1	24	6
B	20	949F	953	60	21	22	20	-1	-19	19	1	24	6
B	20	957F	978	60	21	22	20	0	-19	19	1	24	6
B	20	9605	1003	60	20	22	20	0	-19	19	1	24	6
B	20	9875	1027	60	20	21	20	0	-18	19	1	24	6
B	20	FF0C	1051	60	7	10	20	1	-6	19	1	24	6
R	22	20	1062	60	1	1	5	0	0	21	0	26	7
R	22	21	1067	60	3	17	7	2	-17	21	1	26	7
R	22	22	1074	60	8	7	10	1	-17	21	1	26	7
R	22	23	1086	60	12	16	12	0	-16	21	1	26	7
R	22	24	1102	60	10	22	12	1	-19	21	1	26	7
R	22	25	1116	60	20	16	20	0	-16	21	1	26	7
R	22	26	1140	60	15	16	15	0	-16	21	1	26	7
R	22	27	1159	60	4	7	6	1	-17	21	1	26	7
R	22	28	1167	60	5	23	7	2	-18	21	1	26	7
R	22	29	1176	60	6	23	7	0	-18	21	1	26	7
R	22	2A	1186	60	8	8	10	1	-18	21	1	26	7
R	22	2B	1198	60	12	12	12	0	-14	21	1	26	7
R	22	2C	1214	60	4	8	6	1	-3	21	1	26	7
R	22	2D	1222	60	6	2	8	1	-7	21	1	26	7
R	22	2E	1232	60	4	4	6	1	-4	21	1	26	7
R	22	2F	1240	60	9	22	9	0	-18	21	1	26	7
R	22	30	1253	60	11	16	12	1	-16	21	1	26	7
R	22	31	1268	60	10	16	12	1	-16	21	1	26	7
R	22	32	1282	60	12	16	12	0	-16	21	1	26	7
R	22	33	1298	60	11	16	12	0	-16	21	1	26	7
R	22	34	1313	60	12	16	12	0	-16	21	1	26	7
R	22	35	1329	60	12	16	12	0	-16	21	1	26	7
R	22	36	1345	60	11	16	12	1	-16	21	1	26	7
R	22	37	1360	60	11	16	12	1	-16	21	1	26	7
R	22	38	1375	60	11	16	12	1	-16	21	1	26	7
R	22	39	1390	60	11	16	12	0	-16	21	1	26	7
R	22	3A	1405	60	4	12	6	1	-12	21	1	26	7
R	22	3B	1413	60	4	17	6	1	-12	21	1	26	7
R	22	3C	1421	60	12	10	12	0	-13	21	1	26	7
R	22	3D	1437	60	12	8	12	0	-12	21	1	26	7
R	22	3E	1453	60	12	10	12	0	-13	21	1	26	7
R	22	3F	1469	60	9	17	10	1	-17	21	1	26	7
R	22	40	1482	60	19	20	21	1	-16	21	1	26	7
R	22	41	1505	60	14	16	13	0	-16	21	1	26	7
R	22	42	1523	60	12	16	14	2	-16	21	1	26	7
R	22	43	1539	60	13	16	14	1	-16	21	1	26	7
R	22	44	1556	60	12	16	15	2	-16	21	1	26	7
R	22	45	1572	60	10	16	13	2	-16	21	1	26	7
R	22	46	1586	60	10	16	12	2	-16	21	1	26	7
R	22	47	1600	60	13	16	15	1	-16	21	1	26	7
R	22	48	1617	60	12	16	16	2	-16	21	1	26	7
R	22	49	1633	60	3	16	6	2	-16	21	1	26	7
R	22	4A	1640	60	10	16	12	0	-16	21	1	26	7
R	22	4B	1654	60	13	16	14	2	-16	21	1	26	7
R	22	4C	1671	60	10	16	12	2	-16	21	1	26	7
R	22	4D	1685	60	14	16	18	2	-16	21	1	26	7
R	22	4E	1703	60	12	16	16	2	-16	21	1	26	7
R	22	4F	1719	60	15	16	16	1	-16	21	1	26	7
R	22	50	1738	60	11	16	14	2	-16	21	1	26	7
R	22	51	1753	60	15	20	16	1	-16	21	1	26	7
R	22	52	1772	60	12	16	14	2	-16	21	1	26	7
R	22	53	1788	60	12	16	13	1	-16	21	1	26	7
R	22	54	1804	60	13	16	13	0	-16	21	1	26	7
R	22	55	1821	60	12	16	16	2	-16	21	1	26	7
R	22	56	1837	60	13	16	13	0	-16	21	1	26	7
R	22	57	1854	60	19	16	19	0	-16	21	1	26	7
R	22	58	1877	60	13	16	13	0	-16	21	1	26	7
R	22	59	1894	60	12	16	12	0	-16	21	1	26	7
R	22	5A	1910	60	12	16	13	1	-16	21	1	26	7
R	22	5B	1926	60	5	22	7	2	-18	21	1	26	7
R	22	5C	1935	60	9	22	9	0	-18	21	1	26	7
R	22	5D	1948	60	6	22	7	0	-18	21	1	26	7
R	22	5E	1958	60	10	10	12	1	-17	21	1	26	7
R	22	5F	1972	60	12	2	12	0	1	21	1	26	7
R	22	60	1988	60	5	6	13	3	-20	21	1	26	7
R	22	61	1997	60	10	12	12	1	-12	21	1	26	7
R	22	62	2011	60	11	18	14	2	-18	21	1	26	7
R	22	63	2026	60	10	12	11	1	-12	21	1	26	7
R	22	64	4	87	11	18	14	1	-18	21	1	26	7
R	22	65	19	87	11	12	12	1	-12	21	1	26	7
R	22	66	34	87	8	18	7	0	-18	21	1	26	7
R	22	67	46	87	12	17	12	1	-12	21	1	26	7
R	22	68	62	87	10	18	13	2	-18	21	1	26	7
R	22	69	76	87	4	17	6	1	-17	21	1	26	7
R	22	6A	84	87	6	22	6	-1	-17	21	1	26	7
R	22	6B	94	87	10	18	12	2	-18	21	1	26	7
R	22	6C	108	87	4	18	6	2	-18	21	1	26	7
R	22	6D	116	87	17	12	20	2	-12	21	1	26	7
R	22	6E	137	87	10	12	13	2	-12	21	1	26	7
R	22	6F	151	87	12	12	13	1	-12	21	1	26	7
R	22	70	167	87	11	17	14	2	-12	21	1	26	7
R	22	71	182	87	11	17	14	1	-12	21	1	26	7
R	22	72	197	87	7	12	9	2	-12	21	1	26	7
R	22	73	208	87	10	12	10	0	-12	21	1	26	7
R	22	74	222	87	8	16	8	0	-16	21	1	26	7
R	22	75	234	87	11	12	13	1	-12	21	1	26	7
R	22	76	249	87	12	12	11	0	-12	21	1	26	7
R	22	77	265	87	18	12	18	0	-12	21	1	26	7
R	22	78	287	87	11	12	11	0	-12	21	1	26	7
R	22	79	302	87	12	17	11	0	-12	21	1	26	7
R	22	7A	318	87	10	12	10	0	-12	21	1	26	7
R	22	7B	332	87	7	22	7	0	-18	21	1	26	7
R	22	7C	343	87	2	25	6	2	-19	21	1	26	7
R	22	7D	349	87	7	22	7	0	-18	21	1	26	7
R	22	7E	360	87	12	4	12	0	-10	21	1	26	7
R	22	2039	376	87	5	10	7	1	-11	21	1	26	7
R	22	203A	385	87	5	10	7	1	-11	21	1	26	7
R	22	4E00	394	87	22	2	22	0	-9	21	1	26	7
R	22	4E09	420	87	20	17	22	1	-16	21	1	26	7
R	22	4E66	444	87	20	22	22	1	-19	21	1	26	7
R	22	4E8C	468	87	20	15	22	1	-15	21	1	26	7
R	22	4E94	492	87	20	17	22	1	-16	21	1	26	7
R	22	4ECA	516	87	22	22	22	0	-19	21	1	26	7
R	22	516D	542	87	20	22	22	1	-19	21	1	26	7
R	22	5171	566	87	21	22	22	1	-19	21	1	26	7
R	22	5206	591	87	21	22	22	1	-19	21	1	26	7
R	22	524D	616	87	20	22	22	1	-19	21	1	26	7
R	22	5468	640	87	20	21	22	0	-18	21	1	26	7
R	22	56DB	664	87	19	19	22	1	-17	21	1	26	7
R	22	56F4	687	87	20	21	22	1	-18	21	1	26	7
R	22	5747	711	87	21	22	22	0	-19	21	1	26	7
R	22	591A	736	87	20	22	22	1	-19	21	1	26	7
R	22	5929	760	87	22	20	22	0	-17	21	1	26	7
R	22	5C0F	786	87	22	22	22	0	-19	21	1	26	7
R	22	5E74	812	87	20	22	22	1	-19	21	1	26	7
R	22	5EA6	836	87	22	22	22	0	-19	21	1	26	7
R	22	5F53	862	87	18	22	22	2	-19	21	1	26	7
R	22	5F55	884	87	20	21	22	1	-18	21	1	26	7
R	22	603B	908	87	22	22	22	0	-19	21	1	26	7
R	22	60C5	934	87	22	22	22	0	-19	21	1	26	7
R	22	6309	960	87	22	22	22	0	-19	21	1	26	7
R	22	6570	986	87	22	22	22	0	-19	21	1	26	7
R	22	65E0	1012	87	22	20	22	0	-17	21	1	26	7
R	22	65E5	1038	87	16	20	22	3	-17	21	1	26	7
R	22	65F6	1058	87	21	21	22	1	-19	21	1	26	7
R	22	660E	1083	87	20	21	22	1	-18	21	1	26	7
R	22	661F	1107	87	20	20	22	1	-18	21	1	26	7
R	22	6682	1131	87	20	22	22	1	-19	21	1	26	7
R	22	6700	1155	87	21	21	22	1	-18	21	1	26	7
R	22	6708	1180	87	19	21	22	0	-18	21	1	26	7
R	22	671F	1203	87	21	22	22	0	-19	21	1	26	7
R	22	672C	1228	87	22	22	22	0	-19	21	1	26	7
R	22	6B21	1254	87	22	22	22	0	-19	21	1	26	7
R	22	6D3B	1280	87	22	22	22	0	-19	21	1	26	7
R	22	6EE1	1306	87	21	22	22	0	-19	21	1	26	7
R	22	7684	1331	87	20	22	22	1	-19	21	1	26	7
R	22	79D2	1355	87	21	22	22	0	-19	21	1	26	7
R	22	7B2C	1380	87	20	22	22	1	-19	21	1	26	7
R	22	7C4D	1404	87	21	22	22	0	-19	21	1	26	7
R	22	7EC6	1429	87	21	22	22	0	-19	21	1	26	7
R	22	8303	1454	87	21	22	22	1	-19	21	1	26	7
R	22	8BB0	1479	87	21	20	22	1	-18	21	1	26	7
R	22	8BE6	1504	87	21	22	22	0	-19	21	1	26	7
R	22	8BFB	1529	87	22	22	22	0	-19	21	1	26	7
R	22	8DC3	1555	87	22	22	22	0	-19	21	1	26	7
R	22	8FD1	1581	87	22	22	22	0	-19	21	1	26	7
R	22	8FDB	1607	87	22	22	22	0	-19	21	1	26	7
R	22	949F	1633	87	21	22	22	0	-19	21	1	26	7
R	22	957F	1658	87	21	22	22	1	-19	21	1	26	7
R	22	9605	1683	87	18	22	22	2	-19	21	1	26	7
R	22	9875	1705	87	20	21	22	1	-18	21	1	26	7
R	22	9996	1729	87	20	22	22	1	-19	21	1	26	7
R	22	FF0C	1753	87	5	9	22	3	-5	21	1	26	7
B	22	20	1762	87	1	1	5	0	0	21	0	26	7
B	22	21	1767	87	5	19	7	1	-18	21	1	26	7
B	22	22	1776	87	10	9	10	0	-18	21	1	26	7
B	22	23	1790	87	14	18	12	-1	-17	21	1	26	7
B	22	24	1808	87	12	24	12	0	-20	21	1	26	7
B	22	25	1824	87	22	18	20	-1	-17	21	1	26	7
B	22	26	1850	87	17	18	15	-1	-17	21	1	26	7
B	22	27	1871	87	6	9	6	0	-18	21	1	26	7
B	22	28	1881	87	7	25	7	1	-19	21	1	26	7
B	22	29	1892	87	8	25	7	-1	-19	21	1	26	7
